name,description,createdDate,marketType,price,rating,rater,topics
Mobile Programming 101: Android,"<div>Android merupakan sistem operasi yang paling banyak digunakan saat ini. Hal ini menjadikan Android penting untuk dipelajari, khususnya bagi mobile programmer. Di kelas ini kamu akan mempelajari teknik menguasai mobile programming Android dengan mengetahui Android Architecture &amp; Design pattern MVVM, Android Architecture Component menggunakan threading programming dengan Jetpack Work Manager, dan terakhir mengetahui tentang Android Push Notification dengan Firebase Cloud Messaging.<br>
</div>
<div>Kelas ini cocok untuk kamu yang ingin mengetahui perkembangan terbaru dari Android ataupun yang ingin mengembangkan keahlian mobile programming.<br>
</div>
<div>Kamu akan dapat menjelaskan Android Architecture Component dengan Model-View-View-Model (MVVM)&nbsp;</div>",2019-12-13T08:20:57Z,ONLINE,230000,4.9,9317,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Networking: Rahasia Memperluas Hubungan Profesional,"<div><em>Networking </em>merupakan salah satu kemampuan yang sangat penting untuk dikuasai, terutama ketika Anda memasuki dunia kerja atau profesional. Karena, kemampuan ini dapat membantu Anda untuk bertemu dan menjalin relasi dengan individu maupun organisasi yang dapat menawarkan peluang untuk pertumbuhan dan kemajuan karier. Selain itu, <em>networking </em>yang kuat juga dapat membantu Anda memperoleh wawasan dan pengetahuan baru, serta mendorong terjadinya kolaborasi dan pertukaran ide yang bisa menghasilkan inovasi dan solusi kreatif dalam pekerjaan.</div>
<div><br></div>
<div>Kelas ini akan memfasilitasi Anda untuk menguasai dasar-dasar dalam membangun dan memperluas relasi bisnis (<em>business networking</em>). Mulai dari pengenalan tentang relasi bisnis, hal-hal yang perlu disiapkan sebelum menghadiri acara bisnis, cara menjalin relasi dengan pendekatan tertentu, cara memelihara relasi yang sudah terjalin, hingga cara mengukur kesuksesannya.</div>
<div><br></div>
<div>Dengan mengikuti kelas ini, harapannya, Anda akan mampu menerapkan <em>networking </em>di lingkungan kerja, bahkan berhasil menjalin relasi baru dengan orang-orang yang potensial. Jadi, tunggu apalagi? Yuk, perluas relasimu dengan mengikuti kelas ini sekarang juga!&nbsp;</div>",2019-12-30T02:23:49Z,ONLINE,150000,4.7,853,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Tingkatkan Produktivitas dengan Time Management,"<div>Manajemen waktu (<em>time management</em>) menjadi salah satu kemampuan penting yang perlu dikuasai saat ini, terutama di lingkungan kerja. Karena, kemampuan ini memungkinkan seseorang untuk mengatur waktu jadi lebih efisien dan memprioritaskan pekerjaan yang paling penting, sehingga menghindari terjadinya penumpukan tugas dan memastikan seluruh tugas diselesaikan sesuai waktu yang disepakati. Dengan begitu, secara tidak langsung, kemampuan manajemen waktu juga berkontribusi dalam menurunkan tingkat stres di pekerjaan, serta menciptakan lingkungan kerja yang lebih sehat, seimbang, dan produktif.&nbsp;</div>
<div><br></div>
<div>Kelas ini sangat cocok untuk kamu yang masih kesulitan dalam mengatur waktu, sehingga merasa kurang produktif dan efektif ketika bekerja. Di sini, kamu akan belajar seputar dasar-dasar manajemen waktu, cara mengetahui kepribadian berdasarkan psikologi manajemen waktu, cara menentukan prioritas, hingga cara menerapkan manajemen waktu tersebut.</div>
<div><br></div>
<div>Dengan mengikuti kelas ini, harapannya, kamu bisa menyeimbangkan waktu antara pekerjaan dan kehidupan pribadi, sehingga setiap momen yang kamu jalani akan terasa lebih berharga dan bermanfaat. Jadi, tunggu apalagi? Mari, tingkatkan produktivitasmu dengan mulai menguasai kemampuan manajemen waktu di kelas ini!&nbsp;</div>",2019-12-30T02:25:35Z,ONLINE,100000,4.9,6068,"['Kelas Pro Course Terbaik', 'Pilihan Oktober', 'Pilihan Skill Academy', 'Pilihan November ']"
Critical Thinking 101,"<div>Berpikir kritis (<em>critical thinking</em>) merupakan salah satu kemampuan yang penting untuk dikuasai oleh semua orang, baik di dunia kerja maupun kehidupan sehari-hari. Karena, kemampuan ini membantu seseorang untuk melihat, menilai, dan menganalisis berbagai aspek secara mendalam, sehingga mampu membuat keputusan yang tepat dan menyelesaikan masalah dengan lebih efektif. Berpikir kritis juga berguna dalam membentuk argumen yang logis dan konsisten, membedakan fakta dari opini, serta mengevaluasi kualitas dari sumber informasi. Dengan begitu, produktivitas dan kualitas kerja akan jauh lebih meningkat, serta mampu mengambil pilihan yang lebih baik dan bertanggung jawab.</div>
<div><br></div>
<div>Kelas ini sangat cocok untuk kamu yang sering dihadapkan pada beban kerja yang membutuhkan kemampuan berpikir kritis serta <em>deadline </em>pekerjaan yang cepat. Atau, untuk kamu yang kesulitan dalam membuat keputusan dan mengambil tindakan. Melalui kelas ini, kamu akan mengetahui definisi dari kemampuan berpikir kritis, pentingnya memiliki kemampuan ini di dunia kerja, serta cara menggunakannya ketika berargumen atau berpendapat. Selain itu, kamu juga akan mempelajari tahapan dalam berpikir kritis, lengkap dengan contoh-contoh penerapannya di dunia profesional, termasuk strategi yang bisa diterapkan untuk membantu kamu berpikir kritis.</div>
<div><br></div>
<div>Jadi, apakah proses berpikir kritis ini adalah yang kamu cari? Jika iya, yuk, langsung saja ikuti kelasnya sekarang juga!&nbsp;</div>",2019-12-19T05:02:53Z,ONLINE,120000,4.7,945,"['Kelas Pro Course Terbaik', 'Pilihan Oktober', 'Pilihan Skill Academy', 'Pilihan November ', 'Office Productivity ']"
Introduction to Adobe Illustrator: Tools Wajib untuk Pemula,"<div>Adobe Illustrator menjadi salah satu software pengolah gambar andalan yang dapat digunakan oleh pemula ataupun profesional. Di kelas ini kamu akan mengenal tools yang tersedia di Adobe Illustrator, mempelajari tiap tools tersebut, hingga berlatih membuat objek sederhana.<br>
</div>
<div>Kelas ini cocok untuk mahasiswa, karyawan, atau siapapun yang memiliki ketertarikan dalam bidang olah gambar digital, maupun yang membutuhkan sertifikasi software Adobe.<br>
</div>
<div>Kamu akan dapat memahami tiap fungsi tools Adobe Illustrator dan dapat membuat objek sederhana.&nbsp;&nbsp;</div>",2019-11-04T10:41:36Z,ONLINE,150000,4.9,11341,"['Karier Motiongraphic Designer', 'Kelas Pro Course Terbaik', 'Design ', 'Pilihan Skill Academy', 'Karier Desainer Grafis']"
Kuasai Kompetensi Dasar CPNS dan Raih Skor Tinggi,"<div>Persiapan tes yang mantap dan strategi belajar yang efektif adalah hal penting yang perlu kamu kuasai sebagai peserta tes CPNS. Penguasaan terhadap kompetensi dasar dapat dilakukan dengan mempelajari struktur dan format tes, pengaturan waktu yang tepat dalam menjawab soal, dan tips untuk mengerjakan soal agar lebih cepat dan tepat. Di kelas ini, kamu akan belajar mengenai tes wawasan kebangsaan, tes inteligensi umum, dan tes karakteristik pribadi. Setelah mengikuti kelas ini, kamu akan lebih siap dan percaya diri ketika menghadapi tes CPNS.&nbsp;Kamu juga mendapatkan 1 Tryout SKD Premium yang bisa diakses melalui <strong>profesi.skillacademy.com</strong></div>",2019-12-26T10:39:34Z,ONLINE,90000,4.8,7712,"['CPNS', 'Kelas Pro Course Terbaik']"
Raih Skor Tinggi pada Tes Karakteristik Pribadi CPNS,"<div>Kelas Tes Karakteristik Pribadi (TKP) menyajikan 35 soal latihan yang sudah disesuaikan dengan indikator TKP yaitu pelayanan publik, jejaring kerja, sosial budaya, teknologi informasi dan komunikasi, dan profesionalisme. Dengan berlatih soal tersebut diharapkan para peserta tes CPNS bisa lebih siap mencapai passing grade TKP (126). Agar membantu pemahaman para peserta, soal latihan di kelas ini juga dilengkapi dengan pembahasannya.&nbsp;Kamu juga mendapatkan 1 Tryout SKD Premium yang bisa diakses melalui <strong>profesi.skillacademy.com</strong></div>",2019-12-11T13:22:22Z,ONLINE,75000,4.8,562,"['CPNS', 'Kelas Pro Course Terbaik', 'Kelas Persiapan CPNS PPPK']"
Raih Skor Tinggi pada Tes Intelegensia Umum CPNS,"<div>Course Tes Intelegensia Umum CPNS mengupas “pola” mengerjakan soal TIU CPNS berdasarkan soal-soal yang diberikan. Mulai dari kemampuan verbal, numerik, dan figural. Dengan mengetahui pola tersebut, kamu jadi lebih mudah memahami soal yang diberikan dan lebih siap menghadapi tes CPNS.&nbsp;Kamu juga mendapatkan 1 Tryout SKD Premium yang bisa diakses melalui <strong>profesi.skillacademy.com.</strong></div>",2019-12-11T13:40:54Z,ONLINE,75000,4.8,674,"['CPNS', 'Kelas Pro Course Terbaik', 'Kelas Persiapan CPNS PPPK']"
Kuasai Wawasan Kebangsaan CPNS dan Raih Skor Tinggi,"<div>Kelas ini adalah kelas unggulan yang dirancang khusus untuk membekali peserta tes CPNS dengan pemahaman mendalam terkait Nasionalisme &amp; Pilar Negara, Integritas, Bela Negara, dan Bahasa Indonesia. Kelas ini memberikan panduan lengkap dan efektif dalam menghadapi bagian Tes Wawasan Kebangsaan. Kamu akan mendapatkan pengetahuan untuk menguasai aspek-aspek kunci dalam ujian CPNS untuk mendapatkan skor tinggi dalam menghadapi seleksi CPNS.&nbsp;Kamu juga mendapatkan 1 Tryout SKD Premium yang bisa diakses melalui <strong>profesi.skillacademy.com</strong></div>",2019-12-23T07:44:06Z,ONLINE,75000,4.8,656,"['CPNS', 'Kelas Pro Course Terbaik', 'Kelas Persiapan CPNS PPPK']"
Kuasai Teknik Produksi Audio Digital untuk Pemula,"<div>Sekarang ini perkembangan konten sudah meluas ke dalam bentuk digital, baik video ataupun audio. Di kelas ini kamu akan mempelajari mulai dari konsep digital audio, peralatan penting yang perlu diketahui untuk memproduksinya, dan mengetahui software penunjang yang bisa digunakan. Kamu juga akan mengetahui teknik merekam dan mengolah data audio, melakukan editing, mixing, hingga mastering sehingga dapat menghasilkan karya yang berkualitas.<br>
</div>
<div>Kelas ini cocok untuk mahasiswa, karyawan, atau siapapun yang ingin mempelajari digital audio production.<br>
</div>
<div>Kamu akan dapat menjelaskan cara memproduksi konten audio yang berkualitas&nbsp;</div>",2019-12-11T13:37:44Z,ONLINE,180000,4.9,6305,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Mobile Programming 101: Basic Android dan Kotlin,"<div>International Data Corporation (IDC) memperkirakan bahwa Android berada pada peringkat pertama pangsa pasar pengiriman smartphone dunia dengan jumlah presentasi 86,7% pada tahun 2019. Data tersebut juga menempatkan Android sebagai sistem operasi yang paling banyak digunakan di dunia. Hal ini menjadikan Android sebagai sistem operasi &nbsp;yang layak untuk dipelajari dan dikembangkan.<br>
Di kelas ini kamu akan mempelajari cara membuat aplikasi Android, mulai dari mengetahui apa saja yang dibutuhkan dalam Mobile Programming Android, instalasi perangkat yang dibutuhkan dalam membuat aplikasi, dan penjelasan pembuatan aplikasi dari bagian dasar hingga kompleks.<br>
</div>
<div>Kelas ini cocok untuk umum yang ingin mempelajari mobile programming ataupun yang ingin membuat mobile application berbasis android.<br>
</div>
<div>Kamu akan dapat menjelaskan cara membuat mobile application menggunakan Android Studio&nbsp;&nbsp;</div>",2019-12-13T08:19:56Z,ONLINE,280000,4.9,13161,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Jurnalistik: Teknik Menulis Naskah Berita Seperti Jurnalis Andal ,"<div>Apakah kamu ingin memiliki penghasilan dengan menjadi penulis lepas atau jurnalis tetapi bingung mulai dari mana? Yuk, ikuti kelas Jurnalistik: Teknik Menulis Naskah Berita Seperti Jurnalis Andal !<br>
</div>
<div>Pada kelas ini, kamu akan mempelajari banyak hal yang perlu kamu ketahui sebagai seorang jurnalis pemula, mulai dari jenjang karir jurnalis, segala hal tentang berita, bahasa jurnalistik, proses produksi berita, teknik wawancara narasumber, cara menulis naskah berita untuk media cetak, media elektronik, dan media online, serta kode etik jurnalistik yang harus dipatuhi seorang jurnalis.<br>
</div>
<div>Setelah mengikuti kelas ini, kamu diharapkan bisa memahami bidang jurnalistik dan siap untuk merintis karir di bidang jurnalistik. Jadi, tunggu apalagi? Segera daftarkan dirimu untuk mengikuti kelas ini dan mulai berkarir di bidang jurnalistik!&nbsp;&nbsp;</div>",2019-12-18T06:51:52Z,ONLINE,150000,4.9,15383,"['Kelas Pro Course Terbaik', 'Pilihan Oktober', 'Pilihan Skill Academy', 'Pilihan November ']"
Investasi Saham untuk Pemula,"<div>Saham menjadi hal yang sering diperbincangkan sejak dulu. Banyak orang yang tertarik untuk berinvestasi di saham. Apakah kamu salah satunya? Apakah kamu bingung mau memulai dari mana?<br>
</div>
<div>Rivan Kurniawan akan membantu kamu dalam kelas ini! Dimulai dari memberikan pengetahuan dasar mengenai pasar saham, <em>mindset </em>yang harus kamu miliki, keuntungan dan kerugian di pasar saham, sampai mencoba menganalisis. Di akhir kelas, kamu diharapkan mampu menentukan perusahaan mana yang cocok untuk kamu berinvestasi saham.<br>
</div>
<div>Jadi, tunggu apalagi? Ikuti kelasnya sekarang!&nbsp;&nbsp;</div>",2019-12-05T03:02:47Z,ONLINE,150000,4.9,3251,"['Finance', 'Kelas Pro Course Terbaik', 'Skillsale Ramadan', 'Pilihan Skill Academy', 'Business and Entrepreneurship']"
Jago Motion Graphic Menggunakan Adobe After Effect,"<div>Adobe After Effect menjadi <em>software </em>populer untuk kebutuhan <em>motion graphic design</em>. Di kelas ini kamu akan mempelajari<em> motion graphic</em> mulai dari teori dan praktik menggunakan tools Adobe After Effect. Kamu akan belajar &nbsp;cara menganimasikan &nbsp;objek sederhana, membuat tipografi, membuat transisi, animasi 3D/2.5D, efek paralaks, dan infografis--semuanya dalam satu software Adobe After Effect.<br>
</div>
<div>Kelas ini cocok untuk Motion Graphic Designer, Animator, Graphic Designer, dan Illustrator.<br>
</div>
<div>Kamu akan dapat menjelaskan cara membuat <em>motion graphic</em> dengan Adobe After Effect&nbsp;&nbsp;</div>",2019-11-28T03:01:24Z,ONLINE,250000,4.9,7605,"['Karier Motiongraphic Designer', 'SKILLDISKON', 'Kelas Pro Course Terbaik', 'Design ', 'Pilihan Oktober', 'Pilihan Skill Academy', 'Pilihan November ']"
"Bedah CV untuk Sekolah ke Luar Negeri, Beasiswa, dan Lamaran Kerja","<div>Membuat CV yang baik dan benar adalah langkah penting untuk mencapai tujuan akademik dan karier. CV yang terstruktur dengan baik akan memudahkan perekrut atau penyeleksi beasiswa untuk memahami keahlian, pengalaman, dan pencapaian yang relevan. Dikutip dari artikel Kompas.com, dalam penelitian yang dirilis Ladders, situs pencarian kerja yang berbasis di Amerika Serikat, tim HRD hanya membutuhkan waktu 7,4 detik untuk mencari kandidat terbaik menggunakan alat scan berupa software khusus.</div>
<div><br></div>
<div>Sebaliknya, banyak orang yang tidak memahami cara membuat CV yang efektif sehingga mereka gagal melewati tahap seleksi awal. CV yang tidak fokus atau tidak menonjolkan keahlian yang sesuai dengan kualifikasi yang dicari sering kali berujung pada penolakan. Dikutip dari teamstage.io, &nbsp;91% dari semua resume lebih berhasil jika berisi pengalaman kerja yang relevan. Oleh karena itu, dalam kelas ini, Anda akan belajar menyusun CV yang efektif untuk sekolah, beasiswa, dan lamaran kerja.</div>
<div><br></div>
<div>Di kelas ini, Iman Usman sebagai instruktur kelas akan mengupas tuntas cara membuat CV yang dapat menarik perhatian <em>recruiter</em>, mulai dari mengetahui format penulisan CV yang tepat, apa saja yang perlu dan tidak perlu ada dalam CV, memaparkan kesalahan umum yang selalu terjadi dan cara untuk menghindarinya, hingga tips kata-kata <em>powerful</em> untuk membuat CV terlihat lebih menjual.&nbsp;</div>",2019-10-28T06:03:08Z,ONLINE,135000,4.9,48732,"['Sukses Berkarier', 'Kelas Pro Course Terbaik', 'Influencer', 'AICIF 2024 x Skill Academy', 'Terlaris', 'Pilihan Skill Academy', 'Pilihan November ', 'September Payday']"
Quick Win: Begini Cara Menjadi MC Andal!,"<div>MC menjadi pekerjaan yang kondang dan menjamin karena banyaknya orang yang membutuhkan profesi tersebut pada tiap acara. Mulai dari acara formal hingga informal, MC selalu diperlukan untuk membawakan acara dengan baik. Di kelas ini akan dikupas tuntas cara menjadi MC yang terampil, mulai dari teknik mengolah vokal, grooming, mereduksi nervous, mempelajari body language yang tepat, hingga berlatih berpikir cepat dengan metode mindmap sehingga kamu bisa menguasai panggung dengan terampil.<br>
</div>
<div>Kelas ini cocok untuk kamu yang memiliki ketertarikan di bidang <em>public speaking </em>ataupun seorang MC pemula yang ingin lebih kompeten dalam teknik <em>public speaking</em>.<br>
</div>
<div>Kamu akan dapat enjelaskan cara menjadi MC profesional yang menguasai panggung&nbsp;&nbsp;</div>",2019-11-15T07:31:12Z,ONLINE,135000,5.0,19115,"['Kelas Pro Course Terbaik', 'Professional dan Personal Development', 'Pilihan Skill Academy']"
Tingkatkan Kesuksesan Bisnis dengan Artificial Intelligence,"<div>Pengenalan Artificial Intelligence (AI) untuk Bisnis memuat serangkaian pembelajaran mengenai basic AI dan pengaplikasiannya di bidang bisnis. Kamu akan belajar mulai dari pemahaman mengenai AI, cabang-cabang AI, dan melihat AI di kehidupan sehari-hari.<br>
Kamu juga akan memahami proses pembentukan AI, menentukan AI yang cocok untuk bisnismu, dan studi kasus di bisnis AI di Indonesia.<br>
</div>
<div>Kelas ini cocok untuk seorang Business and Tech Enthusiast ataupun Entrepreneur.<br>
</div>
<div>Kamu akan dapat menguraikan pengaplikasian Artificial Intelligence pada bisnis&nbsp;&nbsp;</div>",2019-10-28T08:46:26Z,ONLINE,187500,4.9,2406,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Untung Melalui Investasi Reksa Dana,"<div>Ikuti kelas Kuasai Strategi Reksa Dana Agar Imbal Hasil Maksimal.</div>
<div><br></div>
<div>Dalam kelas ini, Anda akan mempelajari indikator ekonomi yang berpengaruh terhadap kinerja reksadana, isi <em>underlying asset </em>reksa dana lebih dalam yaitu obligasi dan saham, serta strategi memaksimalkan imbal hasil pada masing-masing jenis reksa dana.&nbsp;</div>",2019-11-08T02:37:10Z,ONLINE,200000,4.5,803,"['Finance', 'Kelas Pro Course Terbaik', 'Skillsale Ramadan', 'Pilihan Skill Academy', 'Rekomendasi Tambahan', 'Business and Entrepreneurship']"
Kuasai Konten Marketing untuk Tingkatkan Bisnis,"<div>Semua orang pasti menginginkan bisnisnya laku, tetapi tidak semua orang bisa memasarkan bisnisnya dengan baik. Di sinilah <em>content marketing</em> berperan. <em>Content marketing</em> merupakan strategi pemasaran terbaik untuk meningkatkan penjualan.<br>
Di kelas ini kamu akan belajar mulai dari dasar content marketing itu sendiri, manfaatnya dalam bisnis kamu, langkah-langkah dan strategi yang tepat membuat content marketing supaya dapat menarik hati para pelanggan, hingga evaluasi content supaya kedepannya bisnismu bisa lebih memuaskan. Setelah mengikuti kelas ini, kamu diharapkan mampu menentukan dan membuat <em>content marketing</em> yang tepat untuk bisnismu.<br>
</div>
<div>Kelas ini cocok untuk kamu yang sedang merintis bisnis dan ingin lebih mengembangkan bisnismu untuk meningkatkan penjualan.<br>
</div>
<div>Kamu akan dapat menjelaskan cara mengatur strategi dalam pembuatan <em>content marketing</em> sesuai dengan kebutuhan bisnismu.&nbsp;&nbsp;&nbsp;</div>",2019-11-08T02:36:59Z,ONLINE,130000,4.9,64419,"['Kelas Pro Course Terbaik', 'Marketing dan social media', 'Sales dan Marketing', 'Content Creator', 'Terlaris', 'Skillsale Ramadan', 'Pilihan Skill Academy', 'Pilihan November ']"
Kuasai Internet Marketing untuk Bisnis,"<div><em>Online marketing</em> atau bisa juga disebut <em>internet marketing</em> menjadi sebuah tren akhir-akhir ini. Semua orang beramai-ramai menjual produknya di berbagai <em>platform online</em>, seperti media sosial, blog, dan lainnya. Layaknya pemasaran <em>offline</em>, pemasaran <em>online </em>pun juga butuh strategi yang tepat.<br>
Di kelas ini kamu akan belajar strategi jitu untuk mempromosikan bisnismu di internet, mulai dari memahami pondasi bisnis melalui <em>internet marketing</em>, menentukan <em>market fit</em> dengan analisis SWOT, hingga membuat buyer persona. Kamu juga akan mempelajari cara membuat konten yang tepat dengan ilmu <em>content marketing </em>dan <em>copywriting </em>untuk memaksimalkan promosimu. Nggak hanya itu, kamu juga akan belajar bagaimana cara membuat iklan di Facebook, Instagram, dan Google ads sehingga bisnismu bisa lebih meningkat.<br>
</div>
<div>Kelas ini cocok untuk profesional yang ingin meningkatkan kemampuan dalam internet marketing, tim marketing perusahaan yang ingin mengembangkan pemasaran menggunakan internet<br>
</div>
<div>Direkomendasikan untuk memahami dasar marketing sebelum mengikuti kelas ini.<br>
</div>
<div>Kamu akan dapat menerapkan cara membuat dan menjalankan iklan di Google ads, Facebook ads, dan Instagram ads &nbsp;&nbsp;</div>",2019-10-28T07:25:13Z,ONLINE,180000,4.9,67882,"['SKILLDISKON', 'Kelas Pro Course Terbaik', 'Marketing dan social media', 'Skillsale Ramadan', 'Pilihan Skill Academy', 'Pilihan November ']"
Beriklan di Google Ads untuk Tingkatkan Penjualan,"<div>Google Ads menjadi salah satu pilihan untuk pemasaran digital. kelas Sukses Beriklan di Google Ads akan membantu kamu mengenali dunia digital advertising. Melalui kelas ini, kamu akan mempelajari: Google Search Ads, Google Display Ads, hingga Video Ads, dan memahami algoritma dan cara kerja berbagai platform periklanan Google. Kamu juga akan &nbsp;mempelajari cara pembuatan iklan yang tepat dan efektif untuk mendapatkan customer. Dengan beragam tips yang diberikan, diharapkan kamu dapat memasarkan produk kamu secara luas di Internet.<br>
</div>
<div>Kelas ini cocok untuk profesional yang ingin mendalami kemampuan digital marketing khususnya Google AdWords, pebisnis yang ingin memulai iklan menggunakan digital marketing, atau pengguna Google Ads Dasar.<br>
</div>
<div>Direkomendasikan telah memahami dasar digital marketing sebelum mengikuti kelas ini.<br>
</div>
<div>Di akhir pelatihan, kamu akan dapat menjelaskan cara menggunakan Google Ads serta cara mengukur kesuksesan iklan pada Google Ads dengan baik.&nbsp;&nbsp;</div>",2019-10-28T06:34:52Z,ONLINE,200000,4.9,33137,"['Kelas Pro Course Terbaik', 'Terlaris', 'Pilihan Oktober', 'Skillsale Ramadan', 'Pilihan Skill Academy', 'Pilihan November ']"
Kuasai Teknik Conflict Management untuk Profesional,"<div>Menguasai manajemen konflik sangat penting dalam dunia profesional. Dalam kondisi ideal, seorang profesional yang mampu mengelola konflik dengan baik bisa memanfaatkan perbedaan pendapat untuk menciptakan kolaborasi yang lebih inovatif dan produktif. Menurut CPP Global, 85% karyawan mengalami konflik di tempat kerja, namun konflik yang dikelola dengan baik bisa meningkatkan kinerja tim hingga 29%. Manajer yang terlatih dalam manajemen konflik bisa mengubah tantangan menjadi peluang untuk perbaikan​.</div>
<div><br></div>
<div>Sebaliknya, banyak karyawan dan pemimpin yang tidak menguasai manajemen konflik berisiko menghadapi masalah yang lebih besar. Tanpa keterampilan manajemen konflik, masalah kecil di tempat kerja bisa tumbuh menjadi masalah besar yang memengaruhi produktivitas dan kesehatan mental karyawan. Data menunjukkan konflik yang tidak dikelola dapat menyumbang hingga 2,1 jam kerja yang tidak produktif setiap minggu. Ini menyebabkan kerugian besar bagi perusahaan dan menurunkan moral tim ​(<em>Empower Leadership</em>).</div>
<div><br></div>
<div>Melalui course ini, Anda akan mengetahui secara komprehensif bagaimana Anda dapat membuat konflik--yang seringkali dianggap momok di lingkungan sosial--justru menjadi sesuatu yang berdampak baik bagi pribadi Anda secara khusus, dan lingkungan kerja Anda secara umum. Kelas ini memberikan gambaran bagi Anda mengenai ragam konflik yang dapat terjadi dan bagaimana caranya Anda dapat menghadapinya dengan memperhatikan situasi, kecenderungan psikologis, dan faktor-faktor lain yang membentuk konflik menjadi sedemikian rupa. Kelas ini juga memberikan langkah-langkah strategis untuk menyelesaikan suatu konflik dengan cara terbaik sesuai situasi permasalahan di dalam konflik tersebut. Karena semua masalah dapat diselesaikan dengan baik-baik.&nbsp;</div>",2019-10-28T08:54:44Z,ONLINE,100000,4.9,2694,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy', 'Pilihan November ']"
Belajar Konsep HTML untuk Programming,"<div>Seorang Software Engineer, khususnya web platform, akan berhadapan dengan berbagai tantangan dalam pekerjaannya, seperti membangun sebuah web, yang harus memahami basic dari pembuatan web sebelum beberapa hal dalam tingkatan yang lebih advance.<br>
&nbsp;</div>
<div>Melalui kelas ini, kamu akan mempelajari bahasa HTML Dasar, yang secara fundamental menunjang kebutuhan seorang Software Engineer, khususnya di bidang web platform, yang harus dapat bekerja secara kolaboratif. &nbsp;<br>
</div>
<div>Kelas ini cocok untuk kamu yang tertarik dengan teknologi, khususnya software enginer, pemula yang belum pernah belajar programming sebelumnya, orang yang memiliki literasi digital.<br>
</div>
<div>Direkomendasikan untuk belajar menggunakan laptop/PC agar lebih mudah ketika membuat program.<br>
</div>
<div>Di akhir pelatihan, kamu akan dapat mengimplementasikan struktur HTML untuk membuat suatu program&nbsp;</div>",2019-10-29T02:58:54Z,ONLINE,225000,4.9,4948,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Digital Marketing 101 untuk UMKM,"<div>Apakah kamu seorang entrepreneur atau pemilik usaha yang baru saja dirintis? Apakah kamu sedang ingin mencoba memasarkan usaha kamu dengan digital marketing? Ikuti kelas 2 Jam Pahami Pemasaran Online untuk Memulai Bisnis Anda (Digital Marketing)!<br>
&nbsp;</div>
<div>Pada kelas ini, kamu akan diajak untuk melihat potensi digital marketing untuk entrepreneur dan pelaku bisnis. Kamu akan mempelajari perbedaan offline dan digital marketing, mulai dari dampaknya, biaya, dan orang yang terlibat. Kemudian, instruktur akan mengajak kamu untuk melakukan target audience dan menerapkan berbagai platform digital marketing &nbsp;untuk bisnis kamu. Dengan bersama-sama mengidentifikasi masing-masing platform sebagai media digital marketing, kamu diharapkan bisa menentukan sendiri platform dan channel marketing mana yang cocok untuk bisnismu.<br>
&nbsp;</div>
<div>Setelah mengikuti kelas ini, diharapkan kamu bisa menentukan konsep digital marketing, target audience, dan channel serta platform yang cocok untuk bisnismu. &nbsp;Jadi, tunggu apa lagi? Ikuti kelasnya dan buat channel digitalmu sekarang! &nbsp;<br>
</div>
<div>Kelas ini cocok untuk kamu yang ingin menggunakan platform digital untuk beriklan dan memperdalam pengetahuan tentang Digital Marketing.<br>
</div>
<div>Di akhir pelatihan, kamu akan dapat menjelaskan cara menjalankan channel-channel digital marketing untuk bisnis dengan baik. &nbsp;<br>
&nbsp;</div>",2019-10-29T02:27:38Z,ONLINE,180000,5.0,100648,"['Kelas Pro Course Terbaik', 'Marketing dan social media', 'Sales dan Marketing', 'skill-coins-500', 'Skillsale Ramadan', 'Pilihan Skill Academy']"
Teknik Mengelola Stress Agar Kerja Tetap Produktif,"<div>Tak bisa dipungkiri, stres sudah menjadi bagian yang tak terpisahkan dari kehidupan banyak orang, termasuk para profesional di lingkungan kerja. Tekanan pekerjaan, konflik dengan rekan kerja, tuntutan <em>deadline</em>, dan target yang tinggi dapat memicu munculnya stres yang berkepanjangan. Jika tidak dikelola dengan baik, kondisi ini dapat berdampak negatif terhadap kesehatan fisik dan mental karyawan, sehingga mengganggu performa dan kinerja karyawan. Karena itu, kemampuan mengelola stres sangat penting untuk dikuasai oleh para profesional, demi menjaga kesehatan dan produktivitas di lingkungan kerja.</div>
<div><br></div>
<div><em>Nah</em>, kelas ini cocok semua jenis karyawan di berbagai level dan bidang pekerjaan, terutama yang sering dihadapkan dengan beban kerja yang berat dan <em>deadline</em> yang cepat. Dengan mengikuti kelas ini, kamu akan mengetahui definisi, jenis-jenis, hingga faktor-faktor yang dapat memicu munculnya stres. Kamu juga akan mempelajari bagaimana cara menanggulangi stres, agar kondisinya tidak semakin buruk dan menjadi <em>burnout syndrome</em>. Terakhir, kamu akan belajar cara mengatasi stres dengan aktivitas yang lebih produktif dan menyenangkan.</div>
<div><br></div>
<div>Jadi, tunggu apalagi? Yuk, kelola stresmu, agar lebih produktif di lingkungan kerja dengan mengikuti kelas ini!&nbsp;</div>",2019-10-29T02:45:35Z,ONLINE,130000,4.9,26850,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
